id_1,id_2
7276,25531
7276,25575
7276,11296
7276,21494
7276,36578
7276,37690
7276,6541
7276,35911
7276,26594
7276,7513
7276,26374
7276,14322
7276,33029
7276,29307
7276,36275
7276,30199
7276,18946
7276,19106
7276,13638
7276,30809
7276,35773
7276,26429
7276,6229
7276,29764
7276,34479
7276,37644
36804,12978
36804,10703
36804,5096
36804,17738
36804,27933
36804,36363
36804,14352
36804,29595
36804,18949
36804,30948
36804,11260
36804,23271
36804,15990
36804,30714
36804,11710
36804,14815
36804,1265
36804,24473
36804,36473
36804,9472
36804,11385
36804,6149
36804,11536
7277,32718
7277,34865
7277,31890
7277,13221
7278,37145
7278,13719
7278,7389
7278,30869
7279,18163
29926,22854
29926,25120
29926,6452
29926,30158
29926,28697
29926,33006
29926,10024
29926,20974
29926,14242
29926,33773
29926,16132
29926,35803
29926,31890
29926,10338
29926,34148
29926,26196
7281,16496
7281,7992
7281,21376
7281,29659
7281,31890
7282,17976
7282,11225
7282,36289
7282,23589
7282,31890
7282,10595
7282,10001
25749,17029
25749,36225
7284,21368
7284,23811
7284,31653
7284,24759
7284,14063
7284,33480
7284,28267
7284,22434
7284,21375
7284,15906
7284,9075
7284,32043
7284,33585
7284,21709
7284,27233
7284,26176
7284,35452
7284,18587
7284,9040
7284,37181
7284,8466
7284,9707
7284,37471
7284,25179
7284,27855
7284,19222
7284,25033
7284,7452
7284,29017
7284,20251
7284,31197
7284,24351
7284,21501
7284,22872
7284,14787
7284,34113
7284,8535
32244,30220
32244,19713
32244,30301
32244,36860
32244,36573
32244,25477
32244,18233
32244,19356
32244,13638
32244,17767
32244,36528
32244,23267
5344,16463
5344,28635
5344,21375
5344,14242
5344,14380
5344,35959
5344,16119
5344,20173
5344,28645
5344,31685
5344,21334
5344,12359
5344,29720
5344,35008
5344,8351
5344,33206
5344,12673
5344,18787
5344,17875
5344,14186
5344,4245
5344,22715
5344,24207
5344,30788
5344,27931
5344,34046
5344,21616
5344,19669
5344,32097
5344,12844
5344,10521
5344,7339
5344,13638
5344,19177
5344,21070
5344,4210
5344,33671
5344,36729
5344,19358
5344,21376
5344,11207
5344,12929
5344,27282
5344,17607
5344,17090
5344,33471
7287,26306
7287,19229
7287,8796
7287,8776
7287,31060
26985,13521
26985,24153
26985,14830
26985,34833
26985,18780
26985,22187
7288,23271
7288,26495
7288,12539
7288,33671
7288,24561
7288,25518
7288,21766
7288,28002
7288,16416
26908,8657
26908,34999
26908,13752
26908,16126
26908,12475
26908,34069
26908,15129
26908,28206
26908,12831
26908,2300
26908,9537
7289,36468
7289,13303
7289,16709
7290,18945
7290,35738
7290,27302
7290,22832
7291,14087
7291,17850
7291,21304
7291,36499
7291,22359
7291,16390
7291,20173
7291,36628
7291,14468
7291,12604
7291,12606
7291,16726
7291,30962
7291,9553
7291,29024
7291,23169
7291,7491
7291,30154
7291,19153
7291,25740
7291,19154
7291,32539
7291,21833
7291,27931
7291,20974
7291,20007
7291,29061
7291,20204
7291,34632
7291,22881
7291,30969
7291,10761
7291,37471
7291,34302
7291,26788
7291,30269
7291,10087
7291,27028
7291,20929
7291,32884
7291,24545
7292,27128
7292,27371
7292,24402
7292,10402
7292,28118
7292,25426
7292,25340
7292,8486
7292,9666
7292,20312
7292,23050
7292,10636
7292,31890
7292,19605
7292,28135
7292,19222
7292,30809
7292,9049
7292,9051
7292,32391
7292,32060
7292,17139
7292,16321
7292,17197
7292,13840
7292,12336
7292,26662
7292,23589
7292,32322
7292,37535
7292,15906
7292,37289
7292,21416
7292,29764
7292,6554
7292,10830
7292,35552
7292,7447
7292,31104
7292,14954
7292,17446
7292,33325
7292,3712
7292,13944
7292,19567
7292,36652
7292,35773
7292,23783
7292,34561
7292,13656
7292,17620
7292,12867
7293,19222
7293,23589
7293,23664
7293,36652
7294,23724
7294,30762
7296,15074
7296,26734
7296,35212
7296,13365
7296,11051
7296,20532
27252,35773
27252,15621
27252,8875
27252,13705
27252,26124
27252,16147
27252,17139
27252,31890
27252,36628
27252,15913
27252,9087
27252,23664
27252,5045
27252,14436
27252,19957
27252,21358
27252,13774
27252,30246
27252,37308
27252,27173
27252,21075
27252,11573
27252,30122
7297,18489
7297,8357
7297,2347
7297,27450
7297,17099
7297,34714
7297,16321
7297,9633
7297,27051
7297,12346
7297,33029
7298,31890
7298,28612
7298,31141
7299,36445
7300,20322
7300,11591
7300,36852
7300,19574
7300,7574
7300,17019
7300,31468
7300,29632
7300,25688
7300,25839
7300,33671
7300,12978
7300,37678
7300,35061
7300,22724
7300,18745
7300,7832
7300,24939
7300,36959
7300,11117
7300,17965
7300,30758
7300,10609
7300,11710
7300,24473
7300,15826
7300,35196
7300,14300
7300,13186
7300,22345
7300,17123
7300,16882
7300,13647
7300,19727
7300,37682
7300,19504
7300,19728
7301,11921
