id_1,id_2
24545,36528
24545,30154
24545,26343
24545,36652
24545,30057
24545,37690
24545,31924
24545,26604
24545,3712
24545,33222
24546,34536
24546,33154
24546,35784
24549,34640
24550,30862
24550,31890
24550,12436
24550,29443
24550,36652
24550,3712
24550,21861
24550,15191
24550,24718
24552,35773
24552,19769
24552,31890
24552,37433
24552,19852
24552,36652
24552,29275
24552,33804
24553,24661
24554,31890
24554,25249
357,30839
357,31890
357,32733
357,6389
357,5737
357,23077
24556,22666
24556,36105
24556,31104
24556,25062
24556,31890
24556,36628
24556,17127
24556,35773
24556,22832
24556,27173
24556,31367
24556,32060
24556,34606
24556,26432
24556,29892
24556,30214
24556,34531
24556,28387
24556,35828
24556,36239
24556,30235
24557,34887
24557,31336
24557,8489
24557,27651
24557,36559
24557,26963
24557,27063
24557,30380
24557,29351
24557,33380
24557,18163
24557,33962
24559,24993
24559,26073
24559,34879
24559,36556
24560,6028
24560,34202
24560,26586
24560,28199
24560,35921
24560,26115
24560,36562
24560,37541
24560,25081
24561,27372
24561,36628
24561,25677
24561,31890
24561,28721
24561,29052
24561,30199
24561,15332
24561,30819
24561,36775
24561,31248
24561,30809
24561,36914
24561,29055
24561,28303
24561,20974
24561,25477
24561,26165
24561,30002
24561,23431
24561,25591
24561,28704
24562,14809
24563,26863
24563,23511
24563,33973
24563,36425
24563,26463
24565,27302
24565,32017
24565,35773
24565,10781
417,30573
417,24716
25334,15191
25334,18163
25334,88
25334,26540
25334,22665
24568,8820
24568,35773
24568,26173
24568,14306
24568,33029
24568,28426
24568,36420
24568,15902
24568,30757
24568,27244
24568,18163
24568,35008
24568,26666
24568,25482
24568,36337
24568,36652
24568,36818
24568,26190
24568,35523
24568,21600
24568,27450
24568,25958
24568,25210
24568,34448
24568,31890
24568,28914
24568,34107
24568,29892
24568,37041
24568,31917
24568,4202
24568,29630
24568,25689
24568,34627
24568,36568
24568,36055
24568,6229
24568,34479
24568,32136
24569,25969
24569,31890
24569,29052
24570,31176
24572,8815
24572,31577
24572,35522
24572,18787
24572,30402
24572,34536
24572,25748
24572,36448
24572,32623
24572,34046
24572,18082
24572,36952
24572,28316
24572,1789
24572,36337
24572,29082
24572,29283
24572,1353
24572,32987
24572,5323
24572,31725
24572,27596
24572,22666
24572,27576
24572,27302
24572,35703
24572,31890
24572,25224
24572,27037
24572,20236
24572,32564
24572,25559
24572,35964
24572,26569
24572,26890
24572,30606
24572,29589
24572,25249
24572,33988
24572,36902
24572,3128
24572,17823
24572,36572
24573,34424
24573,26427
24574,36598
24574,29480
24574,28044
24574,36451
24574,27102
24574,30734
24574,25934
24574,28006
24574,11414
24574,29049
24574,29379
24574,28585
24574,6405
24574,27058
24574,34559
24574,26282
24574,29750
24574,34838
24574,29552
24574,32774
24574,15926
24574,26058
24574,27409
24574,12650
24574,31890
24574,26863
24574,33334
24574,31900
24574,10677
24574,33804
24574,18000
24574,36838
24574,32796
24574,29944
24574,16427
24574,15375
24574,28691
24574,31486
24574,27059
24574,28038
24574,27523
24574,23475
35205,22539
35205,31174
35205,32924
35205,25554
35205,31917
35205,35008
24577,29031
24577,36628
24578,6541
24578,31890
27903,28907
27903,31228
13833,28715
13833,26936
13833,24059
13833,37289
13833,10707
13833,33029
13833,29193
13833,11812
13833,28064
13833,31890
13833,30002
13833,8365
13833,28944
24580,27370
24580,29212
24580,24965
24580,27565
24580,33734
24581,29982
24581,27450
24581,10707
24581,36793
24581,23506
24581,23818
24581,30524
24581,31890
24581,19645
24581,5210
24581,30436
24581,25268
24581,36182
24582,33830
24582,29351
24582,31890
24582,30797
24583,30055
24583,31141
24583,30650
24583,32240
24584,94
24584,31890
560,26110
560,31336
560,34603
560,37289
560,28944
560,27450
24587,29723
24587,27363
24587,31890
24587,5300
24587,25887
24587,35773
24587,3712
24587,37388
24587,29982
8961,25092
24589,5323
24589,31890
24589,14865
24589,29982
24591,17010
24592,5300
24593,31725
24593,36598
24593,31662
24593,27279
24593,36425
24593,24110
24593,31890
24593,36628
24593,26863
24593,29567
24593,25575
24593,19736
24593,33104
24593,33804
24593,35999
24593,34992
24593,37117
24593,27330
24593,34523
24593,27721
24593,29218
24593,25477
24593,35580
24593,27345
24593,29651
24593,33049
24593,5506
24593,30002
24593,37003
24593,5960
24593,29759
24593,28006
24595,35523
24595,26557
24595,35773
24595,31890
24595,33563
24595,11259
24595,32507
24595,36652
24595,29392
24595,18163
24595,26753
24595,22666
24597,18163
24598,28689
24598,26073
24598,31577
24598,33202
24598,26426
24598,35864
24598,35109
24598,34536
24599,21504
24599,33708
24599,33087
24599,16125
24599,29620
24599,31890
24599,27078
24599,24649
24599,34646
6156,31890
6156,33453
6156,34774
24601,25477
24602,37145
24602,30202
24602,31142
24602,28792
24602,26569
24602,26167
24602,31890
24602,26003
24602,30824
29093,22130
24604,29124
24604,24746
24605,35068
24605,26818
24605,31336
24605,27651
24605,26753
24605,34603
24605,30146
24605,27233
24605,29423
24608,30481
24609,27367
24609,35523
24609,30782
24609,26827
24609,29635
24609,15191
24609,32376
24609,33410
24609,31890
24609,33643
24609,25299
24609,19648
24609,31525
24609,31365
24609,31126
24609,27901
24609,29275
24609,35388
24609,26946
24609,35892
24609,29982
24609,27635
24609,36790
24609,26666
24609,27123
24609,29188
24609,30809
24609,33128
24609,30248
24609,34945
24609,5300
24609,33988
24609,28714
24609,26457
24609,35008
24609,29283
24609,35773
24609,33209
24609,30392
24610,31890
24610,32060
24612,29296
24612,29344
24612,37105
24612,30002
24612,9847
24612,33062
24612,36652
24612,30466
24612,18163
24612,31890
24612,33029
24613,26110
24615,26163
24615,36652
24615,9705
24615,35780
24615,30379
24615,26649
24615,34032
24615,30443
18631,26057
18631,18163
18631,31890
35092,29408
35092,29589
24617,36098
24617,30921
24618,28777
24618,35523
24618,36665
24618,33952
24618,28217
24618,15191
24618,21334
28748,7157
28748,35822
28748,37689
24621,27976
24622,36293
24622,33517
24623,30861
24623,26999
24623,31890
18544,24830
18544,34603
13980,29567
13980,37471
13980,26649
13980,36794
13980,24442
13980,31890
13980,7206
13980,26863
24627,13684
24627,32753
24627,28365
24627,24232
24630,37289
24630,28944
24631,31890
32284,33206
32284,748
32284,31890
32284,32575
32284,26666
32284,32393
32284,3712
869,32368
869,7496
869,26765
24633,3232
24633,21985
24633,28340
24633,35822
24637,36652
24639,2347
24639,26891
24640,14905
24640,26306
24643,30243
24643,27450
24643,22732
24643,35681
24643,18163
24643,29667
23694,5323
23694,30755
23694,27223
23694,35501
23694,23818
23694,31890
23694,28388
23694,36118
23694,24927
23694,31681
23694,18163
23694,30238
23694,33754
23694,29797
23694,27867
23694,28316
23694,3712
23694,36652
23694,35109
24645,37651
24645,36652
24645,25314
24645,32239
24645,27506
24645,253
24645,25311
24645,26726
24645,25083
24646,7590
24646,29839
24647,29774
24647,33963
24647,31890
24648,30782
24648,31890
24648,33025
24648,27048
35438,28932
35438,27163
35438,27659
35438,35773
35438,7690
966,24830
966,33338
966,36790
966,26649
966,35780
24651,37521
24651,36628
24652,14500
24654,26660
24654,6522
19524,24977
19524,31888
19524,29212
19524,32924
19524,33410
19524,31890
19524,24738
19524,37471
19524,26461
24656,37493
24656,31167
24656,36165
24656,35773
15002,2117
15002,35773
24658,37289
24658,32802
24658,36468
24658,35673
24658,24192
24658,13647
24658,35660
24659,26825
24661,31917
24661,32753
24661,31890
24661,3712
24661,30877
24661,25210
24661,32106
34503,32447
17397,28959
17397,36293
24663,36790
24663,26827
24663,34053
24663,31890
24663,30002
24663,18163
24664,30769
1055,19191
1055,31890
24666,25120
24666,35773
24666,32520
24666,33652
24666,31509
24666,33471
24666,31367
24666,35008
24666,30047
24666,28749
24666,34134
24666,26975
24666,6541
24666,25477
24666,36747
24666,26965
24666,2693
24666,953
24666,4989
24666,31890
24666,37194
24666,32738
24666,29128
24666,33596
24666,23826
24666,30862
24666,26455
24666,10394
24666,31630
24666,24010
24666,26914
24666,17522
24666,6221
1072,10693
24670,29982
24670,31890
24670,35773
24670,36337
24670,35008
24670,25249
24671,30137
35879,26190
35879,36628
24673,30047
24673,31692
24673,37087
24673,29628
24673,25238
24673,37194
24673,34032
24673,33596
24673,30235
24674,29243
24674,31890
24675,34967
24675,37655
24675,26568
24675,27824
24675,32276
24675,26563
24675,26946
24675,21123
24675,16119
24675,36628
1121,29228
1121,29839
24677,32109
24677,32582
24677,27450
24677,3724
24677,33788
24677,32931
24677,34594
24677,35106
24677,33101
24677,26823
24677,26136
24677,34757
24677,13647
24677,29973
24677,36652
24677,5135
24677,35826
24677,29584
24677,28909
24677,36011
24677,2347
24678,31890
24679,29936
24679,31018
24679,31890
24679,34390
2773,28212
2773,29205
24684,35558
24684,35008
24685,32861
24685,18163
24685,25722
24686,35523
24686,27933
24686,27302
24686,36114
24686,30956
24686,29502
24686,15902
24686,31890
24686,29703
24688,14295
24688,27340
24688,29392
24689,32821
24690,31525
24690,36788
18384,25477
18384,29982
24692,27911
24693,25102
24693,29031
24693,37687
24695,26293
24695,26827
24695,15170
24696,36659
24696,33395
24696,30002
24696,31468
24696,29710
24696,24748
24696,19093
24696,35868
24697,30969
24697,37107
24697,26956
24697,5737
24697,18651
24697,36113
24697,23400
24697,35008
24698,35347
24701,31304
24703,37375
1316,30360
1316,1588
1316,32373
1316,27465
35448,15902
1326,33315
1326,25482
1326,3712
27934,31505
27934,35773
27934,27278
27934,28350
27934,31890
27934,33029
24708,25094
832,31890
832,35773
24710,33600
24710,28957
24710,31890
24710,24718
24710,25477
24711,36917
24711,35773
24711,25958
24711,24830
24711,32593
24711,25584
24711,16119
24711,33410
24711,31890
24711,29721
24711,26457
24711,22832
24711,31353
24711,32489
24711,23490
24711,36747
24711,26802
24711,30199
24711,36148
24711,37471
24711,35008
24711,28322
24711,26461
24711,34479
1360,33197
24713,24979
24713,26494
24714,31890
24715,29524
35450,29982
35450,5323
35450,31890
24718,34575
24718,26485
24718,26486
24718,36123
24718,26492
24718,26352
24718,27270
24718,36044
24718,32325
24718,28601
24718,30756
24718,33600
24718,31598
24718,37471
24718,30769
24718,28142
24718,32350
24718,32060
24718,3243
24718,27450
24718,19950
24718,25177
24718,29258
24718,30912
24718,33910
24718,34603
24718,33273
24718,29584
24718,8364
24718,23647
24718,17010
24718,6080
24718,33380
24718,37154
24718,26963
24718,25292
24718,34636
24718,16858
24718,28595
24718,28713
24718,32452
24718,27233
24718,16521
24718,22130
24718,31591
24718,34238
24718,421
24718,27188
24718,31844
24718,6541
24718,37289
24718,23988
24718,35339
24718,36559
24718,11753
24718,30002
24718,28337
24718,35008
24718,31336
24718,21711
24718,27896
24718,9752
24718,31890
24718,28361
24718,8489
24718,31580
24718,29559
24718,29351
24718,32462
24718,37031
24718,34188
24718,27190
24718,4687
24718,36652
24718,9392
24718,29920
24718,30380
24718,26139
24718,33837
24718,27651
24718,31668
24718,27855
24718,25270
24718,33289
24718,27062
24718,37494
24718,35997
24718,16012
24718,36373
24718,28944
24718,25477
13410,10951
13410,36495
13410,37099
13410,28957
13410,1789
13410,31890
24721,35773
24721,32286
24721,27090
24721,22832
24721,25451
24721,29912
24721,25477
24721,28761
24721,33134
24721,30002
24721,1789
24721,35008
24721,37263
24721,31141
24721,3072
24721,32249
24721,18262
24721,26048
24721,22666
24721,29254
24721,26105
24721,31890
24721,3712
24721,21494
24721,35719
24721,31917
24721,30809
24721,37690
24721,25836
24721,13629
24721,24363
24721,23871
24721,6229
24721,35911
24721,35768
24722,6902
24722,30332
24722,25477
24722,29017
24724,29253
24728,34970
24728,25477
1436,27951
24730,31917
24730,29982
24730,36790
24730,35075
24730,25477
24730,15191
24730,29106
24730,35773
24730,33471
24730,31890
24730,3712
24730,35523
24730,32030
24730,18163
24730,29892
24730,11723
24733,36349
24733,23397
24733,35574
24733,35677
24733,32961
24733,25308
24733,35729
24733,36819
24733,35334
24733,25477
35452,19063
35452,9503
35452,30178
35452,3243
35452,28161
35452,27233
35452,9707
35452,1130
35452,5046
35452,27667
35452,27302
35452,26434
35452,29763
35452,33585
1460,7770
1460,29055
1460,30026
1460,27565
1460,24839
1460,26105
1460,36628
1460,20798
1460,30857
1460,23458
1460,29218
1460,34114
37463,31441
24738,34987
15173,31890
24743,24830
24743,35773
24743,26679
24743,32232
24743,26595
24743,2176
24743,26209
24743,29935
24743,36055
24743,36652
24744,35876
24744,22539
24744,18320
24744,31890
24747,31890
24748,25978
24748,30676
24749,30558
24751,36620
24751,35946
24751,33101
24751,34457
24751,28576
24752,29137
24753,7858
24753,31890
24754,5394
24756,33643
24756,33994
24756,18163
24756,31890
16988,36628
24758,26012
24758,28865
24758,30264
24758,24839
24758,31034
24758,33738
24758,29357
24758,25469
24758,14790
24758,30670
24758,33594
24758,30744
24758,28763
24758,26827
24758,37462
24758,30417
24758,27449
24758,31890
24758,28531
24758,22350
24758,31761
24758,30219
24758,31197
24758,27655
24758,35435
24758,36909
24759,25428
24759,28944
24759,25686
24759,3155
24759,11812
24759,33910
24759,22130
24759,12493
24759,2347
24759,27291
24759,25270
24759,26918
24759,31367
24759,30650
3314,31478
3314,33377
3314,31005
3314,27302
3314,36113
3314,15191
3314,26252
24761,27123
24761,27238
24761,18163
24761,31890
22539,35961
22539,12022
22539,31365
22539,25477
22539,35178
22539,13834
22539,27433
22539,30773
22539,28006
22539,31176
22539,34566
22539,34056
22539,28189
22539,37174
22539,27302
22539,31890
22539,36628
22539,30962
22539,25812
22539,26430
22539,27185
22539,17375
22539,37470
22539,35580
22539,36400
22539,31725
22539,32062
24763,31668
24763,31890
24763,33716
24763,30675
24764,26166
24764,31890
24765,37021
24765,30762
24765,35773
24765,25263
24765,32924
24765,31890
17854,30241
17854,33952
17854,32276
17854,27680
17854,32847
17854,33018
17854,15191
17854,16119
17854,36186
17854,29495
17854,36528
17854,33605
17854,35147
17854,37107
17854,29037
17854,14635
17854,23112
17854,23331
17854,25010
17854,31170
17854,34152
17854,27491
17854,29218
17854,11723
17854,35822
17854,34831
17854,20927
17854,35773
17854,35523
17854,30783
17854,24469
17854,30489
17854,35075
17854,33330
17854,36520
17854,36426
17854,37493
17854,37490
17854,26272
17854,35242
17854,34774
17854,36230
17854,32414
17854,33973
17854,26293
17854,2471
17854,26604
17854,29303
17854,20469
17854,25392
17854,15754
17854,27128
17854,36090
17854,25424
17854,30264
17854,27535
17854,36768
17854,35961
17854,29854
17854,33471
17854,35258
17854,29895
17854,22750
17854,37035
17854,27824
17854,28118
17854,25752
17854,26679
17854,25477
17854,6687
17854,26065
17854,25175
17854,33934
17854,26077
17854,32514
17854,37311
17854,27282
17854,29395
17854,31256
17854,28784
17854,32183
17854,36581
17854,18787
17854,26413
17854,29813
17854,35241
17854,34306
17854,29024
17854,26189
17854,30045
17854,26726
17854,36652
17854,30681
17854,28822
17854,31304
17854,27590
17854,32910
17854,25256
17854,36720
17854,33837
17854,29693
17854,34785
17854,30990
17854,20974
17854,35067
17854,31325
17854,29764
17854,35118
17854,31330
24766,18811
20398,31890
24894,28222
24894,30235
24894,27173
24894,30199
1652,10101
1652,37154
1652,29354
1652,31141
1652,31890
1652,35688
24769,25579
24769,18427
1666,31890
24772,32154
24772,26409
24772,16695
24773,34876
24773,37556
24773,23454
24773,31890
24773,36628
24774,28986
24775,30199
24775,29082
24776,27051
24777,35828
24777,33338
24777,31170
24777,36108
24781,33594
24781,35008
36852,36098
36852,11316
36852,31616
36852,26093
36852,29710
36852,14536
36852,34589
36852,36203
36852,34642
36852,29632
36852,27732
36852,35436
36852,36960
36852,34796
36852,31873
24782,29094
24782,35523
24782,15191
24782,31890
24782,32876
24783,4772
24783,27482
24783,18163
24783,31180
24785,37107
24787,28921
23331,30241
23331,32910
23331,36128
23331,28419
23331,18163
23331,28986
23331,2471
23331,26604
23331,27286
23331,37655
23331,27176
23331,28095
23331,30235
14150,31902
14150,30819
14150,8312
14150,25627
24790,31890
24791,31890
24792,35858
24792,15191
24792,25249
24792,29283
24793,30773
24795,30047
24795,33643
24795,33596
24795,18163
24796,36652
24796,13527
24796,36055
24796,25477
24796,16337
35097,33029
35097,35773
35097,27173
35097,25256
35097,34114
35097,18163
35097,31890
35097,35008
16327,35773
16327,22666
16327,26666
16327,27048
16327,13719
16327,31890
16327,33988
16327,27363
16327,3712
16327,31126
16327,94
16327,35681
16327,35008
16327,25608
16680,26467
16680,25374
16680,31659
16680,7438
16680,36528
16680,24842
16680,34989
16680,27673
16680,32152
16680,25319
16680,10193
16680,26073
16680,28920
16680,25915
16680,36176
16680,26999
16680,28597
16680,31687
16680,36998
16680,33615
16680,30188
16680,28686
16680,27024
