id_1,id_2
19465,3829
19465,15863
19465,33569
19465,18775
19465,5477
19465,817
19465,11448
19465,9051
19465,11081
19465,17522
19465,22442
19465,31717
19465,19962
19465,5405
19465,23112
19465,16490
3263,17604
3263,23565
3263,9051
3263,19222
3263,33174
3263,21383
3263,13378
3264,14479
3264,31305
3264,13717
3264,21566
3264,22782
3264,26450
3265,27793
3265,35828
3265,6487
3265,4638
3265,31637
3265,27824
26203,21342
26203,33945
26203,26946
26203,33643
26203,36790
26203,17854
26203,21032
3266,19253
3266,31890
3266,27790
3266,23942
3266,27461
3266,35008
3266,9051
3266,25908
3267,8497
3267,17632
3267,22316
3267,9791
3267,22881
3267,7195
3267,29669
3267,30779
3267,29299
3267,24072
19501,4742
19501,18163
19501,31471
19501,30769
3270,23582
3271,28343
3271,12209
3271,21322
3271,14909
3271,7394
3271,30818
3272,4311
3272,13664
3272,15131
3272,4432
3273,23206
3274,26722
3275,5366
3275,19527
3275,36940
3275,19222
3275,11680
3275,32002
3275,35633
3275,17122
3275,12683
3275,24460
3275,7049
3275,28553
3275,7246
3276,18163
3277,3990
3277,36289
3277,22196
3277,30720
3277,31890
3277,10595
25040,16496
25040,16768
3279,5106
3279,37289
3279,17115
3280,32044
3281,16801
3281,33592
3281,7138
3281,5635
3281,26012
3281,12320
3281,34749
3281,24162
3281,19405
3281,26804
3281,15843
3281,11763
3281,17021
3281,31890
3282,7177
3283,31099
3283,26349
3283,24977
3283,35773
3283,31278
3283,19567
3284,23589
3284,343
3284,9136
3284,7006
3284,22321
3284,21411
3284,10067
3284,35253
3284,9147
3284,13638
3284,8396
3284,31890
3284,27250
3284,5629
3284,14700
3284,28957
3284,15994
3284,3712
3284,29886
3284,26758
3284,35558
3284,35238
3284,36819
3284,33029
3285,30403
3285,5920
3285,37039
3285,5629
3286,15420
3286,19253
19604,4847
19604,20681
19604,22782
3289,31890
3290,15384
3290,5347
3290,11242
3292,14914
3292,25166
3292,36652
3292,13638
3292,13788
3292,31890
3292,21358
3293,19816
3293,30332
3293,21375
6606,14609
6606,16708
6606,11279
6606,32531
6606,24761
6606,7913
6606,31890
6606,22642
6606,36628
3296,13163
3297,21879
3297,20446
3297,4333
3297,3961
3297,6731
3297,26649
3297,8607
3297,31155
3297,18949
3297,37678
3297,28564
3298,10594
3298,26045
3298,7028
3298,37107
3298,20506
3299,23764
3299,24133
3299,26028
3299,13638
3299,31304
31520,34114
31520,24402
31520,35773
31520,30733
31520,16178
31520,31813
31520,27824
31520,18751
31520,5696
31520,26946
31520,2328
31520,15074
31520,19222
31520,5555
31520,27173
31520,31365
31520,16469
31520,10403
31520,34515
31520,4245
31520,35008
31520,25608
31520,14056
31520,7993
31520,7006
31520,36790
31520,36578
31520,9006
31520,26701
31520,13060
31520,10568
31520,6165
31520,19393
31520,30157
31520,35828
31520,16778
31520,7027
31520,32819
31520,11051
31520,36135
31520,14670
31520,28777
31520,15405
31520,33780
31520,18165
31520,23589
31520,73
31520,36665
31520,22666
31520,17854
31520,35374
31520,27302
31520,16098
31520,9180
31520,4669
31520,17563
31520,31890
31520,19283
31520,35703
31520,6631
31520,10487
31520,2316
31520,10081
31520,8632
31520,21441
31520,9051
31520,35523
31520,29730
31520,26824
31520,9203
31520,13991
31520,8611
31520,14416
31520,31917
31520,30373
31520,4112
31520,29444
31520,18945
31520,11695
31520,26666
31520,37690
31520,29188
31520,28235
31520,7513
31520,2176
31520,13598
31520,24010
31520,13857
31520,16154
31520,33988
31520,17013
31520,32876
31520,1856
31520,20290
31520,7075
31520,23838
31520,8535
31520,28217
31520,9780
3300,4115
3300,37591
3300,5948
3300,7562
3300,9245
3301,3723
19693,35008
19693,8464
3304,27282
3304,3832
3304,19967
3304,179
6610,28914
6610,493
6610,24901
6610,36581
6610,27748
6610,19222
6610,16119
6610,8453
6610,24207
3306,25575
3306,12731
3306,4565
3306,22457
3306,16854
3306,15258
3306,36264
3306,36834
3306,23958
3306,31374
3306,20173
3306,32419
3306,4426
3306,17723
3306,10568
3306,6134
3306,19065
3306,3779
3306,35973
3306,13764
3306,34137
3306,31990
3306,13769
3306,18031
3306,9553
3306,31998
3306,4453
3306,36318
3306,4250
3306,11467
3306,37438
3306,25477
3306,13638
3306,18558
3306,30002
3306,10457
3306,35388
3306,14526
3306,28777
3306,22959
3306,15940
3306,32666
3306,19966
3306,26156
3306,19479
3306,13955
3306,34570
3306,4345
3306,33773
3306,10332
3306,30353
3306,8625
3306,19707
3306,35228
3306,20011
3306,24350
3306,23315
3306,33952
3306,33342
3306,19772
3306,17574
3306,19993
3306,8636
3306,16630
3306,29434
3306,14568
3306,3847
3306,21270
3306,28650
3306,28282
3306,18330
3306,8648
3306,4529
3306,21685
3306,4772
3306,1691
3306,34426
3306,19712
3306,6558
3306,36400
3306,29303
3306,31481
3306,27163
3306,9358
3306,31790
3306,31170
3306,5817
3306,24957
3306,8503
3306,15192
3306,30706
3306,32106
3306,34852
3307,31890
3307,32290
3308,31890
3308,19222
3308,32507
3309,4370
3309,32060
13981,9051
3311,25062
3311,33389
3311,20918
3311,34606
3311,20688
3312,31462
3312,7339
3312,17530
3312,35773
3312,11051
3312,29078
3312,13056
3312,16738
3312,15473
3312,35075
3312,16119
3312,31890
3312,17899
3312,15784
3313,28574
3313,15143
3313,5629
3313,32839
3313,6084
3313,8054
3313,21851
3313,12505
3313,18151
3313,32821
3313,14176
3313,10001
3315,18507
3315,29788
3315,31890
3315,20849
3316,35030
3316,15574
3316,27082
3316,22832
3316,7631
3316,13199
3317,73
3317,37535
3317,28343
3317,5629
3317,28957
3317,21411
3317,33643
3317,16119
3317,2297
3317,13598
3317,35773
3317,20899
3317,30762
3317,23838
3318,10733
3319,5526
3319,34302
3320,27245
3320,29392
3320,4795
3320,34298
3320,36652
3321,9051
3321,35773
3322,33128
3322,34787
3322,35448
