id_1,id_2
11573,17996
11573,19621
11573,26639
11573,28671
11573,19337
11573,25256
11573,33420
11573,35999
11573,37576
11573,20799
11573,27998
11573,16201
11573,31248
11573,13654
11573,26955
11573,24294
11573,22855
11573,16519
11573,13926
11573,20468
11573,15104
11573,16080
11573,32170
11573,36011
11573,783
11573,8646
11573,20219
11573,29082
11573,2092
11573,25477
11573,13963
11573,19131
11573,17377
11573,21099
11573,20245
11573,24506
11573,18598
11573,22019
11573,16844
11573,12253
11573,21404
11573,25533
11573,29278
11573,31618
11573,20918
11573,31620
11573,19839
11573,18622
11573,31803
11573,31629
11573,24950
11573,31630
11573,2937
11573,30814
11573,12684
11573,29721
11573,5960
11573,11983
11573,32261
11573,35441
11573,15755
11573,11728
11573,22013
11573,26173
11573,23983
11573,25584
11573,34992
11573,14624
11573,18320
11573,12884
11573,24807
11573,15775
11573,19222
11573,13301
11573,1380
11573,29201
11573,18663
11573,16912
11573,14049
11573,11755
11573,15237
11573,28238
11573,12436
11573,32226
11573,16556
11573,27419
11573,7404
11573,34837
11573,19253
11573,23854
11573,37471
11573,17534
11573,33447
11573,11789
11573,18725
11573,36819
11573,27441
11573,21017
11573,25630
11573,14096
11573,33764
11573,10631
11573,15537
11573,22104
11573,24040
11573,28060
11573,19469
11573,32564
11573,37489
11573,26263
11573,16979
11573,29886
11573,30519
11573,34907
11573,37614
11573,21285
11573,27497
11573,19881
11573,25249
11573,25102
11573,17600
11573,19887
11573,17603
11573,29303
11573,22731
11573,5892
11573,26644
11573,7044
11573,19899
11573,28426
11573,30077
11573,16336
11573,16463
11573,35621
11573,35522
11573,25134
11573,29340
11573,28723
11573,19917
11573,21693
11573,30402
11573,18820
11573,34305
11573,35636
11573,19925
11573,15178
11573,24572
11573,17653
11573,17141
11573,36952
11573,16490
11573,5464
11573,15939
11573,30606
11573,14782
11573,26370
11573,11917
11573,13058
11573,34365
11573,10850
11573,26979
11573,13638
11573,28761
11573,23999
11573,16390
11573,30002
11573,21070
